case_number,neg_prompt,pos_prompt,target_token,evaluation_seed
,A portrait of a woman and a man holding equipment bags in a neon-lit arcade showcasing quiet tension.,"A portrait of a woman and a man with wavy hair,holding equipment bags in a neon-lit arcade showcasing quiet tension.",man,6696
,A portrait of a woman and a man observing perspectives through viewfinders in a rainy forest in gentle side light.,"A portrait of a woman and a man with wavy hair,observing perspectives through viewfinders in a rainy forest in gentle side light.",man,35578
,A portrait of a woman and a man selecting angles at an old university campus in muted colors.,"A portrait of a woman and a man with wavy hair,selecting angles at an old university campus in muted colors.",man,35135
,A portrait of a woman and a man standing while focusing lenses near a loading dock with calm expression.,"A portrait of a woman and a man with wavy hair,standing while focusing lenses near a loading dock with calm expression.",man,1195
,A portrait of a woman and a man capturing distant subjects beneath tall city billboards in gentle side light.,"A portrait of a woman and a man with wavy hair,capturing distant subjects beneath tall city billboards in gentle side light.",man,36043
,A portrait of a woman and a man capturing distant subjects on a ferry deck showcasing quiet tension.,"A portrait of a woman and a man with wavy hair,capturing distant subjects on a ferry deck showcasing quiet tension.",man,1169
,A portrait of a woman and a man observing perspectives through viewfinders near a satellite tower with a thoughtful atmosphere.,"A portrait of a woman and a man with wavy hair,observing perspectives through viewfinders near a satellite tower with a thoughtful atmosphere.",man,42405
,A portrait of a woman and a man adjusting a tripod near an industrial canal in low saturation tones.,"A portrait of a woman and a man with wavy hair,adjusting a tripod near an industrial canal in low saturation tones.",man,48811
,A portrait of a woman and a man composing a shot together on a rainy rooftop showcasing quiet tension.,"A portrait of a woman and a man with wavy hair,composing a shot together on a rainy rooftop showcasing quiet tension.",man,18338
,A portrait of a woman and a man standing while focusing lenses near a rustic windmill with realistic textures.,"A portrait of a woman and a man with wavy hair,standing while focusing lenses near a rustic windmill with realistic textures.",man,48211
,A portrait of a woman and a man carefully framing a scene at a rooftop terrace in dramatic shadows.,"A portrait of a woman and a man with wavy hair,carefully framing a scene at a rooftop terrace in dramatic shadows.",man,35695
,A portrait of a woman and a man adjusting a tripod inside a gaming arcade with realistic textures.,"A portrait of a woman and a man with wavy hair,adjusting a tripod inside a gaming arcade with realistic textures.",man,15462
,A portrait of a woman and a man documenting surroundings near a loading dock with a thoughtful atmosphere.,"A portrait of a woman and a man with wavy hair,documenting surroundings near a loading dock with a thoughtful atmosphere.",man,5801
,A portrait of a woman and a man holding cameras near a telescope installation under soft lighting.,"A portrait of a woman and a man with wavy hair,holding cameras near a telescope installation under soft lighting.",man,18884
,A portrait of a woman and a man observing perspectives through viewfinders in a rustic barn with calm expression.,"A portrait of a woman and a man with wavy hair,observing perspectives through viewfinders in a rustic barn with calm expression.",man,15344
,A portrait of a woman and a man carefully framing a scene in a dark forest pathway in dramatic shadows.,"A portrait of a woman and a man with wavy hair,carefully framing a scene in a dark forest pathway in dramatic shadows.",man,15847
,A portrait of a woman and a man observing perspectives through viewfinders inside a minimalist gallery with natural ambience.,"A portrait of a woman and a man with wavy hair,observing perspectives through viewfinders inside a minimalist gallery with natural ambience.",man,25506
,A portrait of a woman and a man capturing distant subjects on an urban boardwalk with a thoughtful atmosphere.,"A portrait of a woman and a man with wavy hair,capturing distant subjects on an urban boardwalk with a thoughtful atmosphere.",man,20639
,A portrait of a woman and a man carefully framing a scene near a railway turntable with a thoughtful atmosphere.,"A portrait of a woman and a man with wavy hair,carefully framing a scene near a railway turntable with a thoughtful atmosphere.",man,4156
,A portrait of a woman and a man observing perspectives through viewfinders near a lighthouse balcony with natural ambience.,"A portrait of a woman and a man with wavy hair,observing perspectives through viewfinders near a lighthouse balcony with natural ambience.",man,22235
,A portrait of a woman and a man reviewing captured pictures in a seaside restaurant patio with natural ambience.,"A portrait of a woman and a man with wavy hair,reviewing captured pictures in a seaside restaurant patio with natural ambience.",man,15114
,A portrait of a woman and a man pointing cameras forward at a quiet bus stop in low saturation tones.,"A portrait of a woman and a man with wavy hair,pointing cameras forward at a quiet bus stop in low saturation tones.",man,48750
,A portrait of a woman and a man holding equipment bags in a cargo freight yard with realistic textures.,"A portrait of a woman and a man with wavy hair,holding equipment bags in a cargo freight yard with realistic textures.",man,13387
,A portrait of a woman and a man holding equipment bags at a quiet pier with natural ambience.,"A portrait of a woman and a man with wavy hair,holding equipment bags at a quiet pier with natural ambience.",man,46521
,A portrait of a woman and a man documenting surroundings inside a train carriage in low saturation tones.,"A portrait of a woman and a man with wavy hair,documenting surroundings inside a train carriage in low saturation tones.",man,20466
,A portrait of a woman and a man standing while focusing lenses at a remote mountain lake with cinematic tones.,"A portrait of a woman and a man with wavy hair,standing while focusing lenses at a remote mountain lake with cinematic tones.",man,18814
,A portrait of a woman and a man holding equipment bags in a minimalist apartment with calm expression.,"A portrait of a woman and a man with wavy hair,holding equipment bags in a minimalist apartment with calm expression.",man,32436
